structure,unit_cells,selectivity_(n_co2/n_n2)/(p_co2/p_n2),loading_mol_kg_co2_avg,loading_mol_kg_co2_err,loading_mol_kg_n2_avg,loading_mol_kg_n2_err,loading_mg_g_co2_avg,loading_mg_g_co2_err,loading_mg_g_n2_avg,loading_mg_g_n2_err,loading_g_L_co2_avg,loading_g_L_co2_err,loading_g_L_n2_avg,loading_g_L_n2_err,loading_num_molecules_co2_avg,loading_num_molecules_co2_err,loading_num_molecules_n2_avg,loading_num_molecules_n2_err
WICQOP_clean_pacmof,12,239.9239202110122,1.71221,0.02796,0.04044,0.00118,75.33516,1.23031,1.13285,0.033,179.966,2.93906,2.70623,0.07883,65.96894,1.07735,1.55807,0.04539
WIDZOA_clean_pacmof,18,90.82391229873244,1.2476,0.05423,0.07784,0.00288,54.89294,2.38586,2.18047,0.08067,157.60001,6.84991,6.26022,0.23161,41.9293,1.82241,2.61592,0.09678
WIFBAQ_clean_pacmof,12,47.36104101217146,1.62284,0.01281,0.19417,0.00486,71.40295,0.56372,5.43928,0.13619,181.73486,1.43477,13.84407,0.34663,36.36018,0.28706,4.35036,0.10893
WEYQAU16_clean_pacmof,12,106.48991828999286,2.01623,0.10124,0.10729,0.00275,88.71151,4.45461,3.00544,0.07698,232.47484,11.67363,7.87597,0.20173,50.72275,2.54702,2.69901,0.06913
WIDWOX_clean_pacmof,4,766.7302476048276,3.62483,0.05368,0.02679,0.00118,159.48806,2.36168,0.75039,0.03313,475.77463,7.04523,2.23853,0.09882,365.98995,5.41955,2.7046,0.11939
WEZCIO_clean_pacmof,8,7.1219302488043414,0.07796,0.00194,0.06203,0.00074,3.42994,0.08533,1.73781,0.02084,9.22119,0.2294,4.672,0.05603,1.55541,0.03869,1.23775,0.01484
WEYQAU14_clean_pacmof,12,65.46305036143139,1.93374,0.04854,0.16739,0.00387,85.08223,2.13574,4.68925,0.10831,212.97662,5.34616,11.73806,0.27113,48.64763,1.22116,4.21114,0.09727
WIBSAD_clean_pacmof,1,16.764296998420217,0.53059,0.02317,0.17935,0.00433,23.34553,1.01941,5.02421,0.1213,43.28817,1.89023,9.31608,0.22491,10.19798,0.44531,3.44709,0.08322
WIDZUG_clean_pacmof,18,30.068754844298546,0.77588,0.02602,0.14622,0.00275,34.13758,1.14479,4.09626,0.0769,94.25427,3.16078,11.30983,0.21233,23.05383,0.7731,4.34482,0.08157
WEYQAU15_clean_pacmof,12,70.89348741377765,1.86208,0.02995,0.14884,0.00504,81.92917,1.31795,4.16948,0.14106,208.20116,3.34921,10.59563,0.35846,46.8448,0.75356,3.74437,0.12668
WICGEV_clean_pacmof,18,13.45114971382669,0.2364,0.00242,0.09959,0.00245,10.40125,0.10643,2.7899,0.06857,33.53234,0.34311,8.99429,0.22107,7.40257,0.07574,3.1186,0.07665
WIJXEU_clean_pacmof,4,14.28914798206278,0.84348,0.02516,0.3345,0.00959,37.11226,1.10697,9.37039,0.26851,54.06817,1.61273,13.65154,0.39119,20.22692,0.60332,8.02128,0.22985
WILFAZ_clean_pacmof,16,103.21255949069781,1.96456,0.05041,0.10786,0.0053,86.43838,2.21794,3.02161,0.14846,283.13283,7.26497,9.89741,0.48629,68.65608,1.76166,3.7695,0.18521
WIJXAQ_clean_pacmof,8,36.44227215251435,2.64468,0.03905,0.41124,0.00888,116.3627,1.71835,11.52013,0.24865,222.43173,3.2847,22.02117,0.4753,85.11127,1.25686,13.23441,0.28565
WIKYAQ_clean_pacmof,8,253.62018635213008,2.76998,0.10117,0.06189,0.00371,121.87562,4.45142,1.73364,0.10394,286.71958,10.47224,4.07849,0.24453,126.74869,4.62941,2.83178,0.16978
WIJXIY_clean_pacmof,2,11.776557597489914,0.46365,0.00768,0.2231,0.00412,20.40024,0.33791,6.24968,0.1154,19.38374,0.32107,5.93827,0.10965,5.09581,0.08441,2.45194,0.04527
WIKXAQ_clean_pacmof,8,5.174936688825578,0.07693,0.00107,0.08424,0.00051,3.38478,0.04711,2.35986,0.01417,5.93828,0.08264,4.14016,0.02486,1.99083,0.02771,2.18004,0.01309
WIKLOT_clean_pacmof,12,449.89532215357457,4.49763,0.09251,0.05665,0.00196,197.89019,4.07042,1.58689,0.05488,684.09592,14.07122,5.4858,0.18973,224.54184,4.61862,2.8281,0.09781
WILDUR_clean_pacmof,16,94.0792940793754,2.04141,0.07464,0.12296,0.00702,89.8197,3.28403,3.44452,0.19663,286.60583,10.47901,10.99114,0.62744,71.34178,2.60843,4.2971,0.2453
WIJDAV_clean_pacmof,12,19.94961350885058,0.86383,0.00933,0.24537,0.00221,38.00753,0.41073,6.87365,0.06182,110.0026,1.18874,19.89395,0.17893,25.14657,0.27175,7.14283,0.06424
WIKNOU_clean_pacmof,4,327.1966932725199,1.01277,0.02322,0.01754,0.00126,44.5608,1.02166,0.49122,0.03539,143.07667,3.28036,1.57723,0.11363,21.59187,0.49504,0.37384,0.02693
WIHVAL_clean_pacmof,18,13.642229627385639,0.23841,0.00281,0.09903,0.00104,10.48977,0.12375,2.77419,0.02909,33.816,0.39893,8.94318,0.09377,7.46557,0.08807,3.10103,0.03252
WIHSUD_clean_pacmof,32,22.374877583629708,0.25535,0.02852,0.06467,0.0036,11.23522,1.25468,1.81153,0.10077,48.02355,5.36298,7.74315,0.43074,11.08005,1.23735,2.80594,0.15609
WIHTAK_clean_pacmof,32,25.32416794674859,0.29093,0.01631,0.0651,0.00354,12.80036,0.71777,1.82369,0.09909,54.33038,3.04653,7.74056,0.42059,12.56119,0.70436,2.81083,0.15273
WIHTEO_clean_pacmof,24,19.60600887674974,0.20268,0.00156,0.05858,0.00229,8.91786,0.06877,1.64111,0.06407,36.59604,0.28219,6.7346,0.26291,6.46057,0.04982,1.86734,0.0729
WIHWAN_clean_pacmof,8,10.734577483801296,0.56133,0.01653,0.29632,0.007,24.69768,0.72722,8.30098,0.19617,38.58572,1.13615,12.9688,0.30649,18.38322,0.54129,9.7044,0.22934
WIHVEP_clean_pacmof,18,13.443003947189327,0.23239,0.00666,0.09796,0.00149,10.22471,0.29301,2.74416,0.04172,32.92176,0.94343,8.8357,0.13432,7.27693,0.20853,3.06747,0.04663
WIHTIS_clean_pacmof,32,12.853246466431093,0.20541,0.021,0.09056,0.0046,9.03778,0.92404,2.5369,0.12889,31.09776,3.17948,8.72912,0.44348,7.07198,0.72305,3.11786,0.1584
WIHDUN_clean_pacmof,16,64.83325380161608,2.39761,0.07215,0.20956,0.00584,105.49196,3.17433,5.87046,0.16355,259.97556,7.82286,14.46723,0.40304,47.38613,1.42588,4.14169,0.11538
WIKGII_clean_pacmof,4,24.263188405797095,0.4924,0.0184,0.115,0.00227,21.66479,0.80947,3.22152,0.0637,51.0116,1.90597,7.58534,0.14998,26.12872,0.97626,6.10236,0.12066
WIHSEN_clean_pacmof,32,5.733554052108824,0.07029,0.00513,0.06947,0.00238,3.09263,0.22584,1.94615,0.06659,14.27412,1.04235,8.98251,0.30733,3.17691,0.23199,3.13998,0.10743
WIMWIA_clean_pacmof,8,100.85545255135533,3.70537,0.04448,0.20819,0.00606,163.03182,1.95717,5.83223,0.16988,387.56353,4.65265,13.86453,0.40384,101.09838,1.21367,5.68042,0.16546
WILGII_clean_pacmof,18,32.06046340265269,1.38207,0.04742,0.24428,0.00362,60.80964,2.0866,6.84317,0.10143,159.45415,5.47144,17.94407,0.26596,39.70903,1.36256,7.01856,0.10403
WILGUV_clean_pacmof,16,444.11894334376086,3.75803,0.0492,0.04795,0.00401,165.3488,2.16487,1.34325,0.11229,405.27093,5.30611,3.29231,0.27523,135.93257,1.77973,1.73441,0.14499
WILRIS_clean_pacmof,12,6.093896140864543,0.08815,0.00235,0.08197,0.00137,3.87839,0.10322,2.29635,0.0385,8.2723,0.22017,4.89795,0.08211,2.07048,0.05511,1.92545,0.03228
WILNEL02_clean_pacmof,8,1038.4879052494227,6.08615,0.01539,0.03321,0.00516,267.78321,0.67716,0.9303,0.14452,614.21603,1.55321,2.13384,0.33149,190.04761,0.48059,1.03699,0.1611
WILHIK_clean_pacmof,18,111.65269221537723,2.46273,0.03361,0.12499,0.00215,108.35709,1.47881,3.50136,0.06026,291.12934,3.97321,9.4073,0.1619,70.98811,0.96881,3.60278,0.062
WILREO_clean_pacmof,8,8.634085787403079,0.13297,0.00444,0.08727,0.0013,5.85037,0.1955,2.4447,0.03644,12.97569,0.43361,5.42216,0.08083,2.78185,0.09296,1.82579,0.02722
WINCEC_clean_pacmof,16,145.35690324858754,3.87436,0.12509,0.15104,0.00631,170.46707,5.50379,4.23119,0.17665,416.88869,13.45988,10.34767,0.43201,76.63193,2.47418,2.98749,0.12473
WIPPIW_clean_pacmof,2,35.54838443785031,1.77583,0.02645,0.28308,0.00336,78.13427,1.16382,7.92997,0.09422,172.77194,2.57346,17.53491,0.20833,67.84723,1.01059,10.81524,0.1285
WIMWEW_clean_pacmof,8,94.42368323753824,3.30494,0.04616,0.19834,0.00895,145.41356,2.03099,5.5563,0.2508,333.38122,4.65634,12.7386,0.57499,88.1244,1.23084,5.28872,0.23872
WILNEL_clean_pacmof,8,1083.6845743009737,6.08712,0.0138,0.03183,0.00304,267.82608,0.60711,0.89155,0.08521,614.53434,1.39303,2.0457,0.19552,190.07804,0.43087,0.9938,0.09499
WIRMOB_clean_pacmof,8,47.52094237965126,2.54743,0.10018,0.30377,0.00643,112.08386,4.40776,8.5097,0.18012,207.02127,8.14122,15.7176,0.33269,100.42821,3.94939,11.97569,0.25348
WILRAK_clean_pacmof,8,10.175870051994382,0.15772,0.00296,0.08783,0.00181,6.93933,0.13007,2.46033,0.05077,15.69063,0.29411,5.56308,0.11479,3.29966,0.06185,1.83746,0.03792
WILNEL01_clean_pacmof,8,27.041865601351127,1.46928,0.05723,0.30789,0.00734,64.64644,2.51808,8.62497,0.20555,142.85908,5.56459,19.0599,0.45424,42.05918,1.63827,8.81348,0.21004
WIRKOZ_clean_pacmof,1,13.414908515925005,0.52401,0.01686,0.22135,0.00531,23.05591,0.74176,6.20091,0.14873,34.2547,1.10205,9.21284,0.22098,24.02839,0.77304,10.15013,0.24346
WIPZEC_clean_pacmof,4,56.070544554455445,3.27795,0.03938,0.33128,0.00279,144.22575,1.73254,9.28036,0.07809,315.27905,3.78736,20.28697,0.1707,67.23002,0.80762,6.79452,0.05717
WIPDEF_clean_pacmof,8,93.55532022856134,2.49446,0.09852,0.15109,0.00406,109.75347,4.33472,4.23251,0.11361,210.09099,8.29755,8.1019,0.21748,54.2151,2.14123,3.28378,0.08815
WIPLOY_clean_pacmof,12,72.23869094930365,3.68889,0.07689,0.28937,0.00778,162.30693,3.38289,8.1063,0.21801,383.40416,7.99111,19.14884,0.51498,98.14431,2.04558,7.69883,0.20705
WIRMUH_clean_pacmof,27,54.032572782245495,2.03938,0.04015,0.21388,0.00843,89.73031,1.76654,5.9914,0.23613,249.68224,4.91556,16.67158,0.65705,71.6381,1.41036,7.51289,0.29609
WILGOO_clean_pacmof,12,37.78933061501868,0.78504,0.02532,0.11772,0.0013,34.54065,1.11387,3.29777,0.03652,122.58285,3.95306,11.70361,0.1296,32.11776,1.03574,4.81625,0.05333
WISKOA_clean_pacmof,27,309.7269147720056,4.3032,0.05675,0.07873,0.00399,189.33579,2.49692,2.20555,0.1118,471.38401,6.21652,5.4911,0.27834,120.09675,1.58381,2.1973,0.11138
WIVRAW02_clean_pacmof,24,96.26037195994276,0.35622,0.02011,0.02097,0.00097,15.67329,0.88479,0.58753,0.02727,87.28645,4.92749,3.27203,0.15186,17.51676,0.98886,1.03133,0.04787
WIVKOD_clean_pacmof,27,2724.0516666666663,4.80715,0.11904,0.01,0.00163,211.5087,5.23741,0.28021,0.04575,947.78245,23.46914,1.25565,0.20499,258.8421,6.40949,0.5386,0.08793
WIWQOI_clean_pacmof,12,6.470841936223905,0.08296,0.00216,0.07265,0.00109,3.6502,0.09491,2.03527,0.03066,9.49913,0.24699,5.29649,0.07979,4.60709,0.11979,4.03464,0.06078
WIYWOS_clean_pacmof,9,331.72291904218923,2.56695,0.06962,0.04385,0.0034,112.94252,3.06338,1.22844,0.09512,341.46137,9.26156,3.71398,0.28757,86.59393,2.34871,1.47931,0.11454
WISTID_clean_pacmof,36,72.57446769151082,2.30774,0.04542,0.18019,0.00766,101.53773,1.99848,5.04766,0.21458,308.12896,6.06465,15.31777,0.65117,75.93316,1.49453,5.92882,0.25204
WIYFAM_clean_pacmof,9,8.50219942173771,0.44455,0.01466,0.29629,0.01045,19.55947,0.64511,8.30003,0.29277,31.0655,1.0246,13.18259,0.465,6.54663,0.21592,4.36329,0.15391
WITJOA_clean_pacmof,8,51.814684681421376,2.52432,0.03553,0.27607,0.00612,111.06689,1.56349,7.73362,0.17139,229.46039,3.23012,15.97739,0.35408,88.42417,1.24475,9.67037,0.21431
WIYWAE_clean_pacmof,9,392.476126004152,2.55779,0.05993,0.03693,0.00168,112.53969,2.63692,1.03457,0.04698,343.14456,8.04023,3.15451,0.14325,86.59355,2.02898,1.2503,0.05678
WIVFIS_clean_pacmof,8,25.242141812865494,0.40625,0.0264,0.0912,0.0021,17.87457,1.1616,2.55491,0.05881,54.28561,3.52781,7.75933,0.17861,11.23551,0.73015,2.52236,0.05806
WIYWEI_clean_pacmof,9,275.0565592599491,2.60608,0.04583,0.05369,0.00305,114.6643,2.01659,1.50399,0.08537,341.68556,6.00919,4.48172,0.25438,86.62121,1.5234,1.7845,0.10129
WISVEB_clean_pacmof,8,28.944675935475882,1.2381,0.02191,0.24239,0.00992,54.47502,0.96421,6.79027,0.27783,90.29774,1.59827,11.25554,0.46052,22.94162,0.40607,4.49146,0.18377
WIRNAO_clean_pacmof,24,145.827319088503,3.98649,0.12925,0.15491,0.01806,175.40062,5.68689,4.33944,0.50589,500.79574,16.23696,12.38975,1.44439,134.46489,4.35966,5.22498,0.60912
WIWKIX_clean_pacmof,8,110.00734508547008,3.39185,0.06132,0.17472,0.00561,149.23726,2.69786,4.89457,0.15724,345.78572,6.25099,11.34081,0.36432,75.05906,1.35689,3.86646,0.12421
WITKIV_clean_pacmof,1,11.995959262771615,0.51342,0.07031,0.24253,0.00509,22.58988,3.09376,6.79402,0.14259,26.51795,3.63172,7.97541,0.16738,9.32701,1.27736,4.40585,0.09247
WIVRIE_clean_pacmof,4,50.23651683160447,2.97412,0.09668,0.33548,0.00719,130.85766,4.25397,9.398,0.20148,303.60381,9.86968,21.80436,0.46746,159.38707,5.18142,17.9789,0.38544
WIWQUO_clean_pacmof,12,4.702127659574468,0.04992,0.00075,0.06016,0.00055,2.19632,0.03307,1.6854,0.01528,6.64653,0.10008,5.1004,0.04624,3.1933,0.04808,3.84877,0.0349
WIVVII_clean_pacmof,12,35.61061224489796,1.30869,0.03289,0.20825,0.00324,57.58085,1.44727,5.83367,0.09071,158.41228,3.98163,16.04917,0.24954,61.86651,1.55499,9.84449,0.15307
WITJUG_clean_pacmof,4,26.412349772067966,1.68705,0.02418,0.36195,0.00538,74.22816,1.06403,10.13947,0.15071,151.96871,2.17841,20.75872,0.30855,30.69391,0.43999,6.58525,0.09788
WIXRUQ_clean_pacmof,18,580.8096703296703,2.33178,0.02744,0.02275,0.00192,102.59541,1.2072,0.63739,0.05387,508.3268,5.9813,3.15808,0.26692,102.26485,1.20331,0.99788,0.08434
WOCGIG_clean_pacmof,18,162.76565593414608,2.75658,0.0316,0.09597,0.00489,121.28606,1.39047,2.68854,0.137,374.52807,4.29373,8.30213,0.42306,60.92462,0.69846,2.12115,0.10809
WOBHOM_clean_pacmof,18,33.044130455821154,1.80765,0.0262,0.30999,0.00956,79.5343,1.15279,8.68399,0.26769,168.9904,2.4494,18.4513,0.56877,51.92761,0.75265,8.90507,0.2745
WIZKOH_clean_pacmof,8,49.16101351351351,3.85191,0.12432,0.444,0.00533,169.47923,5.47002,12.43801,0.14936,307.89825,9.93755,22.59652,0.27135,47.18948,1.52306,5.43943,0.06532
WOCWAN_clean_pacmof,36,22.966844012645534,0.87605,0.02905,0.21615,0.00251,38.54507,1.27832,6.05508,0.07036,105.47364,3.49797,16.56894,0.19253,35.92249,1.19135,8.86321,0.10299
WIZDEP_clean_pacmof,20,21.04964909531024,0.71102,0.0173,0.19141,0.00059,31.28421,0.76126,5.36205,0.01648,80.72794,1.96442,13.8366,0.04252,13.85977,0.33726,3.73109,0.01147
WOBHOL_clean_pacmof,16,16.05372860044492,0.58581,0.00826,0.20678,0.00226,25.77504,0.36322,5.79255,0.06333,62.67313,0.88319,14.08484,0.154,9.13524,0.12873,3.22451,0.03526
WODREO_clean_pacmof,12,171.7977323659278,4.55456,0.07127,0.15023,0.00486,200.39538,3.13586,4.20846,0.13615,448.73756,7.022,9.42384,0.30488,181.56164,2.84114,5.98871,0.19375
WODQUD_clean_pacmof,32,3309.847468770545,2.96134,0.10298,0.00507,0.00109,130.29526,4.53097,0.1421,0.03062,551.57486,19.18082,0.60155,0.12963,132.08035,4.59305,0.22624,0.04876
WOBBOG_clean_pacmof,36,283.7779985100571,2.01666,0.04137,0.04027,0.0019,88.73079,1.82037,1.12802,0.05316,349.59404,7.17214,4.44435,0.20946,55.19393,1.13234,1.10207,0.05194
WOBHEB_clean_pacmof,20,33.012970969734404,1.22616,0.04323,0.21047,0.003,53.94957,1.90216,5.89606,0.08413,131.539,4.63781,14.37569,0.20512,23.90114,0.84271,4.10267,0.05854
WOBFOK_clean_pacmof,12,41.26230339928969,0.33488,0.00891,0.04599,0.00076,14.73434,0.3922,1.28822,0.02126,50.92372,1.35551,4.45225,0.07346,9.27315,0.24684,1.27339,0.02101
WODPUC_clean_pacmof,27,506.39168204182033,3.87479,0.02673,0.04336,0.00167,170.48609,1.17619,1.21467,0.04677,514.02332,3.54625,3.66229,0.141,142.32433,0.9819,1.59266,0.06132
WOBQEL_clean_pacmof,8,92.38146209165582,4.88899,0.18299,0.29989,0.01043,215.10975,8.05135,8.40083,0.29218,447.61245,16.75369,17.48091,0.60797,123.36341,4.61737,7.56697,0.26317
WODRAK_clean_pacmof,32,65557.66666666666,1.38828,0.00272,0.00012,3e-05,61.08282,0.11985,0.00327,0.00085,273.30609,0.53626,0.01462,0.00382,64.07696,0.12573,0.00538,0.00141
WOBCAT_clean_pacmof,36,6320.08116883117,3.43515,0.14247,0.00308,0.00074,151.14252,6.26872,0.08616,0.02081,554.07482,22.98055,0.31586,0.07628,90.78675,3.76543,0.08129,0.01963
WOBHEB01_clean_pacmof,20,26.891679722376644,0.93901,0.02319,0.19787,0.00486,41.31542,1.02044,5.54315,0.13606,101.48015,2.50643,13.61526,0.33419,18.30387,0.45208,3.8571,0.09467
WOBCIB_clean_pacmof,36,6576.064748201438,3.22614,0.08945,0.00278,0.00072,141.94609,3.93552,0.078,0.02022,572.11042,15.86202,0.31438,0.0815,89.91278,2.49287,0.0776,0.02012
WIYZOU_clean_pacmof,18,419.1443706308888,5.67842,0.10957,0.07677,0.00559,249.84371,4.82097,2.15063,0.15658,664.1794,12.81597,5.71718,0.41626,180.07697,3.47476,2.43461,0.17726
WODFOL_clean_pacmof,32,56.33771983765834,1.61676,0.02154,0.16262,0.00497,71.13568,0.94758,4.5555,0.13929,214.60734,2.85873,13.74337,0.42023,55.48507,0.7391,5.58083,0.17065
WIYWUY_clean_pacmof,9,394.4890762396881,2.55977,0.02894,0.03677,0.00273,112.62669,1.27312,1.03005,0.07651,346.80973,3.92031,3.17182,0.23559,87.31938,0.98705,1.2543,0.09316
WOFVIX_clean_pacmof,27,13.94124371284865,0.14348,0.00377,0.05832,0.00177,6.31299,0.16597,1.63365,0.0497,25.43531,0.66868,6.58205,0.20025,7.50016,0.19718,3.04837,0.09274
WOHZAU_clean_pacmof,18,1541.813189633051,3.53438,0.09359,0.01299,0.00275,155.5083,4.11782,0.36386,0.07704,601.23714,15.92062,1.40679,0.29785,96.80868,2.56347,0.35577,0.07533
WOHDON_clean_pacmof,24,40.11489455669647,1.06859,0.04115,0.15095,0.00238,47.0165,1.81065,4.22858,0.06669,134.37103,5.17474,12.08508,0.1906,38.25284,1.47315,5.40358,0.08522
WOGLAG_clean_pacmof,18,6317.26099537037,6.42131,0.03292,0.00576,0.00358,282.53015,1.44825,0.16143,0.10016,752.80691,3.85889,0.43015,0.26688,175.25304,0.89835,0.15728,0.09758
WODWUJ_clean_pacmof,27,507.4664938329797,3.79973,0.05641,0.04243,0.0032,167.18357,2.48183,1.18869,0.08951,507.31647,7.53108,3.60706,0.27162,138.49011,2.05588,1.54656,0.11646
WOHBIF_clean_pacmof,27,37.38318631381983,0.82265,0.01924,0.1247,0.0048,36.19581,0.84649,3.49315,0.13441,108.28055,2.53228,10.44983,0.40209,25.38936,0.59376,3.84844,0.14808
WOGHOP_clean_pacmof,27,205.76863354037263,1.8708,0.04758,0.05152,0.00299,82.31309,2.09336,1.44318,0.08374,312.8431,7.95612,5.485,0.31825,98.52648,2.50569,2.71317,0.15742
WODXAQ_clean_pacmof,27,313.15375944087475,3.26822,0.05989,0.05914,0.00114,143.79763,2.63519,1.65677,0.03207,432.41932,7.92439,4.98214,0.09642,118.18497,2.16582,2.13868,0.04139
WODXEU_clean_pacmof,27,516.3882975291916,4.70855,0.29502,0.05167,0.00587,207.17076,12.98064,1.44749,0.16446,593.01373,37.15628,4.14334,0.47075,166.95018,10.46055,1.83209,0.20815
WOFWET_clean_pacmof,16,8.464026970805538,0.13882,0.00251,0.09294,0.00152,6.10781,0.11048,2.6037,0.04259,15.01556,0.2716,6.401,0.1047,2.88654,0.05221,1.93267,0.03161
WOGHUV01_clean_pacmof,16,887.4085708745395,2.69198,0.01096,0.01719,0.00087,118.44387,0.48229,0.48155,0.02449,544.88745,2.21874,2.21533,0.11267,177.03318,0.72086,1.13047,0.05749
WOHQAN_clean_pacmof,27,332.7388688327316,2.76506,0.03819,0.04709,0.00172,121.65952,1.68033,1.31917,0.04821,371.38455,5.12946,4.02698,0.14717,116.01717,1.6024,1.97584,0.07221
WOHSIV_clean_pacmof,12,39.21025768704095,0.55584,0.01645,0.08033,0.00277,24.4563,0.72391,2.2503,0.0776,71.02188,2.10226,6.53494,0.22535,21.28434,0.63002,3.07598,0.10607
WODROY_clean_pacmof,16,42.832418039607255,1.2112,0.00977,0.16024,0.0045,53.29126,0.42988,4.48885,0.12603,175.72762,1.41753,14.80197,0.41557,33.74286,0.27219,4.46411,0.12533
WOHSOB_clean_pacmof,16,55.72494920329377,0.61304,0.02627,0.06234,0.0014,26.97284,1.15594,1.74631,0.03915,78.11541,3.34769,5.05744,0.11339,31.93126,1.36843,3.24701,0.0728
WODVOB_clean_pacmof,12,43.73800039728591,2.46088,0.04372,0.31883,0.00149,108.2756,1.92367,8.93155,0.04177,211.56805,3.75881,17.45205,0.08161,66.47319,1.18099,8.61225,0.04027
WOGHEG_clean_pacmof,36,56.29322884198651,2.231,0.04973,0.22458,0.00694,98.16111,2.1881,6.29117,0.1944,243.83952,5.4354,15.62773,0.48291,60.0221,1.33795,6.04195,0.1867
WOHZAU01_clean_h_pacmof,18,2785.353390639923,3.4309,0.05858,0.00698,0.00229,150.95564,2.57729,0.1954,0.06425,575.11923,9.81909,0.74445,0.24479,92.4805,1.57893,0.18802,0.06182
WOJYEB_clean_pacmof,4,1829.116476069462,5.08064,0.09712,0.01574,0.00259,223.54191,4.27302,0.4408,0.07249,677.86032,12.95734,1.33667,0.21982,190.32227,3.63802,0.58945,0.09694
WOGLAF_clean_pacmof,32,44.220122595645734,0.61531,0.01991,0.07885,0.00197,27.07272,0.87603,2.20882,0.05527,113.29312,3.66599,9.24339,0.23131,22.14979,0.71673,2.83838,0.07103
WONJUG_clean_pacmof,4,538.9459459459459,8.0937,0.08968,0.0851,0.00468,356.11325,3.946,2.3839,0.13102,1047.92807,11.61182,7.01507,0.38555,406.35605,4.50273,4.27249,0.23482
WOLREV_clean_pacmof,8,19.595710026501767,1.25265,0.03487,0.36224,0.00618,55.11489,1.53428,10.14747,0.17319,68.8624,1.91699,12.67859,0.21639,83.98957,2.3381,24.2878,0.41454
WOLMUG_clean_pacmof,8,28.162687856671898,1.45727,0.01856,0.29322,0.00971,64.11832,0.81664,8.21421,0.27209,160.46395,2.04374,20.55705,0.68094,52.8936,0.67368,10.64291,0.35254
WONBAD_clean_pacmof,18,173.60064498108224,4.02151,0.05222,0.13127,0.00449,176.94174,2.29752,3.67729,0.12588,672.61281,8.7336,13.97857,0.47853,174.57832,2.26683,5.69851,0.19508
WONRUM01_clean_pacmof,24,376.20103178565483,1.32976,0.05567,0.02003,0.00172,58.5079,2.44929,0.56101,0.04811,303.77273,12.7167,2.91278,0.24981,62.70203,2.62487,0.94431,0.08099
WOLFAG_clean_pacmof,4,64.5315687896333,2.47824,0.04812,0.21762,0.00434,109.03957,2.11728,6.09618,0.12155,245.6025,4.76899,13.73113,0.27379,69.77359,1.35483,6.12686,0.12216
WOJZAY_clean_pacmof,8,275.47342260827605,6.71588,0.07068,0.13815,0.00914,295.4905,3.10997,3.87,0.25602,694.49108,7.30935,9.09565,0.60172,181.95447,1.91503,3.74286,0.24761
WOJZOM_clean_pacmof,8,435.8955735180908,6.66151,0.13625,0.0866,0.00354,293.09854,5.99462,2.42604,0.09915,733.91964,15.01056,6.07481,0.24827,184.84897,3.78064,2.40312,0.09821
WOMFAG_clean_pacmof,27,12851.178117048343,2.97089,0.05748,0.00131,0.0043,130.71541,2.52926,0.03665,0.12045,934.26781,18.07747,0.26196,0.86092,167.20302,3.23527,0.07363,0.242
WOJYOL_clean_pacmof,4,2892.311577311577,4.3793,0.0888,0.00858,0.00177,192.68386,3.90725,0.24029,0.04957,622.85516,12.63028,0.77675,0.16022,167.70974,3.40082,0.32849,0.06776
WOMFEK_clean_pacmof,27,6666.047953216374,3.35263,0.01952,0.00285,0.00262,147.51177,0.85901,0.07985,0.07343,946.41165,5.51127,0.51227,0.4711,187.24135,1.09037,0.15918,0.14639
WOLRIZ_clean_pacmof,8,9.04844691701437,0.39035,0.00511,0.24446,0.00394,17.175,0.22467,6.84825,0.11037,31.89649,0.41724,12.7182,0.20497,6.16794,0.08068,3.86275,0.06225
WOMXED_clean_pacmof,1,57.27867022482688,5.79522,0.17295,0.57333,0.01231,254.98293,7.60955,16.06088,0.34495,265.79874,7.93233,16.74214,0.35958,161.82217,4.82932,16.00921,0.34384
WOLROF_clean_pacmof,4,8.189894283690261,0.35363,0.0106,0.24468,0.00258,15.55951,0.46645,6.85424,0.07235,28.4701,0.85349,12.54159,0.13238,5.68808,0.17052,3.93553,0.04154
WOJZIG_clean_pacmof,8,72.08266388971536,3.42028,0.07615,0.26888,0.00636,150.48819,3.35047,7.53229,0.17823,364.04101,8.105,18.22112,0.43116,95.25976,2.12086,7.48873,0.1772
WOJZEC_clean_pacmof,8,270.4512235449736,6.73519,0.08291,0.14112,0.00701,296.34037,3.64804,3.95324,0.19643,697.94977,8.59197,9.31079,0.46264,182.81919,2.25056,3.83052,0.19033
WONRUM02_clean_pacmof,24,1381.9741568112133,1.85591,0.0152,0.00761,0.00094,81.65761,0.66885,0.21305,0.02638,423.47949,3.46866,1.10488,0.13682,87.51123,0.71679,0.35861,0.04441
WOJYIF_clean_pacmof,4,1777.451910408432,4.76148,0.14462,0.01518,0.00176,209.49929,6.36302,0.42535,0.04932,670.67822,20.37017,1.36168,0.15788,181.8569,5.52345,0.57991,0.06724
WOLYON_clean_pacmof,2,48.93090652714386,1.55134,0.05712,0.17966,0.0053,68.25711,2.51308,5.03282,0.14834,94.30198,3.47199,6.95319,0.20495,18.82806,0.69321,2.18043,0.06427
